Абсолютный путь;Относительный путь;Класс
C:\Users\misha\mishalabs\second_lab\dataset\cat\0496.jpg;dataset/random_dataset/0950.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0497.jpg;dataset/random_dataset/0888.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0498.jpg;dataset/random_dataset/6399.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0499.jpg;dataset/random_dataset/8195.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0500.jpg;dataset/random_dataset/9711.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0501.jpg;dataset/random_dataset/6509.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0502.jpg;dataset/random_dataset/9570.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0503.jpg;dataset/random_dataset/1191.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0504.jpg;dataset/random_dataset/3203.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0505.jpg;dataset/random_dataset/3402.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0506.jpg;dataset/random_dataset/5058.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0507.jpg;dataset/random_dataset/6548.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0508.jpg;dataset/random_dataset/2411.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0509.jpg;dataset/random_dataset/5807.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0510.jpg;dataset/random_dataset/1996.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0511.jpg;dataset/random_dataset/6240.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0512.jpg;dataset/random_dataset/6761.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0513.jpg;dataset/random_dataset/4278.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0514.jpg;dataset/random_dataset/9298.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0515.jpg;dataset/random_dataset/7416.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0516.jpg;dataset/random_dataset/8559.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0517.jpg;dataset/random_dataset/5036.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0518.jpg;dataset/random_dataset/2941.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0519.jpg;dataset/random_dataset/8683.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0520.jpg;dataset/random_dataset/3397.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0521.jpg;dataset/random_dataset/1487.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0522.jpg;dataset/random_dataset/8294.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0523.jpg;dataset/random_dataset/7873.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0524.jpg;dataset/random_dataset/6354.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0525.jpg;dataset/random_dataset/8716.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0526.jpg;dataset/random_dataset/6027.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0527.jpg;dataset/random_dataset/9909.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0528.jpg;dataset/random_dataset/4054.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0529.jpg;dataset/random_dataset/9547.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0530.jpg;dataset/random_dataset/0292.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0531.jpg;dataset/random_dataset/2700.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0532.jpg;dataset/random_dataset/0361.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0533.jpg;dataset/random_dataset/1361.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0534.jpg;dataset/random_dataset/0092.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0535.jpg;dataset/random_dataset/7128.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0536.jpg;dataset/random_dataset/5082.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0537.jpg;dataset/random_dataset/0287.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0538.jpg;dataset/random_dataset/7208.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0539.jpg;dataset/random_dataset/3005.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0540.jpg;dataset/random_dataset/0021.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0541.jpg;dataset/random_dataset/3933.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0542.jpg;dataset/random_dataset/5064.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0543.jpg;dataset/random_dataset/2274.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0544.jpg;dataset/random_dataset/1419.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0545.jpg;dataset/random_dataset/0075.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0546.jpg;dataset/random_dataset/9898.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0547.jpg;dataset/random_dataset/1364.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0548.jpg;dataset/random_dataset/0684.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0549.jpg;dataset/random_dataset/9001.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0550.jpg;dataset/random_dataset/1410.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0551.jpg;dataset/random_dataset/3885.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0552.jpg;dataset/random_dataset/0300.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0553.jpg;dataset/random_dataset/4985.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0554.jpg;dataset/random_dataset/6512.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0555.jpg;dataset/random_dataset/9934.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0556.jpg;dataset/random_dataset/2814.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0557.jpg;dataset/random_dataset/9712.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0558.jpg;dataset/random_dataset/8494.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0559.jpg;dataset/random_dataset/4696.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0560.jpg;dataset/random_dataset/0797.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0561.jpg;dataset/random_dataset/8727.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0562.jpg;dataset/random_dataset/1812.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0563.jpg;dataset/random_dataset/0199.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0564.jpg;dataset/random_dataset/9200.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0565.jpg;dataset/random_dataset/6874.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0566.jpg;dataset/random_dataset/0317.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0567.jpg;dataset/random_dataset/3405.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0568.jpg;dataset/random_dataset/9666.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0569.jpg;dataset/random_dataset/2648.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0570.jpg;dataset/random_dataset/0663.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0571.jpg;dataset/random_dataset/9691.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0572.jpg;dataset/random_dataset/1431.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0573.jpg;dataset/random_dataset/8470.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0574.jpg;dataset/random_dataset/4792.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0575.jpg;dataset/random_dataset/0588.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0576.jpg;dataset/random_dataset/3594.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0577.jpg;dataset/random_dataset/0344.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0578.jpg;dataset/random_dataset/9538.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0579.jpg;dataset/random_dataset/1988.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0580.jpg;dataset/random_dataset/7088.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0581.jpg;dataset/random_dataset/8707.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0582.jpg;dataset/random_dataset/8950.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0583.jpg;dataset/random_dataset/1252.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0584.jpg;dataset/random_dataset/6214.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0585.jpg;dataset/random_dataset/2785.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0586.jpg;dataset/random_dataset/5653.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0587.jpg;dataset/random_dataset/2063.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0588.jpg;dataset/random_dataset/5981.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0589.jpg;dataset/random_dataset/0188.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0590.jpg;dataset/random_dataset/6975.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0591.jpg;dataset/random_dataset/9283.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0592.jpg;dataset/random_dataset/9958.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0593.jpg;dataset/random_dataset/9950.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0594.jpg;dataset/random_dataset/8042.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0595.jpg;dataset/random_dataset/1227.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0596.jpg;dataset/random_dataset/0707.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0597.jpg;dataset/random_dataset/3317.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0598.jpg;dataset/random_dataset/1516.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0599.jpg;dataset/random_dataset/5067.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0600.jpg;dataset/random_dataset/2506.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0601.jpg;dataset/random_dataset/9276.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0602.jpg;dataset/random_dataset/8307.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0603.jpg;dataset/random_dataset/5375.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0604.jpg;dataset/random_dataset/6521.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0605.jpg;dataset/random_dataset/1024.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0606.jpg;dataset/random_dataset/3287.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0607.jpg;dataset/random_dataset/3491.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0608.jpg;dataset/random_dataset/3713.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0609.jpg;dataset/random_dataset/9997.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0610.jpg;dataset/random_dataset/9819.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0611.jpg;dataset/random_dataset/1006.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0612.jpg;dataset/random_dataset/6890.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0613.jpg;dataset/random_dataset/3313.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0614.jpg;dataset/random_dataset/5911.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0615.jpg;dataset/random_dataset/7815.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0616.jpg;dataset/random_dataset/8308.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0617.jpg;dataset/random_dataset/3862.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0618.jpg;dataset/random_dataset/4004.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0619.jpg;dataset/random_dataset/3906.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0620.jpg;dataset/random_dataset/9994.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0621.jpg;dataset/random_dataset/2753.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0622.jpg;dataset/random_dataset/2266.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0623.jpg;dataset/random_dataset/0497.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0624.jpg;dataset/random_dataset/8202.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0625.jpg;dataset/random_dataset/5376.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0626.jpg;dataset/random_dataset/8662.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0627.jpg;dataset/random_dataset/3726.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0628.jpg;dataset/random_dataset/3659.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0629.jpg;dataset/random_dataset/2793.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0630.jpg;dataset/random_dataset/5695.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0631.jpg;dataset/random_dataset/5541.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0632.jpg;dataset/random_dataset/3448.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0633.jpg;dataset/random_dataset/1502.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0634.jpg;dataset/random_dataset/9659.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0635.jpg;dataset/random_dataset/5522.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0636.jpg;dataset/random_dataset/4512.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0637.jpg;dataset/random_dataset/8571.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0638.jpg;dataset/random_dataset/4019.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0639.jpg;dataset/random_dataset/6192.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0640.jpg;dataset/random_dataset/5169.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0641.jpg;dataset/random_dataset/3435.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0642.jpg;dataset/random_dataset/2514.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0643.jpg;dataset/random_dataset/7985.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0644.jpg;dataset/random_dataset/7374.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0645.jpg;dataset/random_dataset/9005.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0646.jpg;dataset/random_dataset/7529.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0647.jpg;dataset/random_dataset/4514.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0648.jpg;dataset/random_dataset/6958.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0649.jpg;dataset/random_dataset/4894.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0650.jpg;dataset/random_dataset/5678.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0651.jpg;dataset/random_dataset/9743.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0652.jpg;dataset/random_dataset/2873.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0653.jpg;dataset/random_dataset/5964.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0654.jpg;dataset/random_dataset/2537.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0655.jpg;dataset/random_dataset/5776.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0656.jpg;dataset/random_dataset/4948.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0657.jpg;dataset/random_dataset/9973.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0658.jpg;dataset/random_dataset/3564.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0659.jpg;dataset/random_dataset/5246.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0660.jpg;dataset/random_dataset/1290.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0661.jpg;dataset/random_dataset/0033.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0662.jpg;dataset/random_dataset/8457.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0663.jpg;dataset/random_dataset/5191.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0664.jpg;dataset/random_dataset/5399.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0665.jpg;dataset/random_dataset/1155.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0666.jpg;dataset/random_dataset/2339.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0667.jpg;dataset/random_dataset/2600.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0668.jpg;dataset/random_dataset/6079.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0669.jpg;dataset/random_dataset/4013.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0670.jpg;dataset/random_dataset/7906.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0671.jpg;dataset/random_dataset/4789.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0672.jpg;dataset/random_dataset/9429.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0673.jpg;dataset/random_dataset/5220.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0674.jpg;dataset/random_dataset/6482.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0675.jpg;dataset/random_dataset/2246.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0676.jpg;dataset/random_dataset/3557.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0677.jpg;dataset/random_dataset/3555.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0678.jpg;dataset/random_dataset/5275.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0679.jpg;dataset/random_dataset/1253.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0680.jpg;dataset/random_dataset/8414.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0681.jpg;dataset/random_dataset/2385.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0682.jpg;dataset/random_dataset/8728.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0683.jpg;dataset/random_dataset/6118.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0684.jpg;dataset/random_dataset/5772.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0685.jpg;dataset/random_dataset/6675.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0686.jpg;dataset/random_dataset/5224.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0687.jpg;dataset/random_dataset/9557.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0688.jpg;dataset/random_dataset/1866.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0689.jpg;dataset/random_dataset/4062.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0690.jpg;dataset/random_dataset/3075.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0691.jpg;dataset/random_dataset/9432.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0692.jpg;dataset/random_dataset/4332.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0693.jpg;dataset/random_dataset/7037.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0694.jpg;dataset/random_dataset/8608.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0695.jpg;dataset/random_dataset/7420.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0696.jpg;dataset/random_dataset/4752.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0697.jpg;dataset/random_dataset/0699.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0698.jpg;dataset/random_dataset/4633.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0699.jpg;dataset/random_dataset/2736.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0700.jpg;dataset/random_dataset/4030.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0701.jpg;dataset/random_dataset/9137.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0702.jpg;dataset/random_dataset/3535.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0703.jpg;dataset/random_dataset/5062.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0704.jpg;dataset/random_dataset/6668.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0705.jpg;dataset/random_dataset/2203.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0706.jpg;dataset/random_dataset/8721.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0707.jpg;dataset/random_dataset/5773.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0708.jpg;dataset/random_dataset/5606.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0709.jpg;dataset/random_dataset/8427.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0710.jpg;dataset/random_dataset/4661.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0711.jpg;dataset/random_dataset/1551.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0712.jpg;dataset/random_dataset/7469.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0713.jpg;dataset/random_dataset/5909.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0714.jpg;dataset/random_dataset/9706.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0715.jpg;dataset/random_dataset/9265.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0716.jpg;dataset/random_dataset/5340.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0717.jpg;dataset/random_dataset/9961.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0718.jpg;dataset/random_dataset/6003.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0719.jpg;dataset/random_dataset/0195.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0720.jpg;dataset/random_dataset/8583.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0721.jpg;dataset/random_dataset/1722.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0722.jpg;dataset/random_dataset/7151.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0723.jpg;dataset/random_dataset/0610.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0724.jpg;dataset/random_dataset/4533.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0725.jpg;dataset/random_dataset/2234.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0726.jpg;dataset/random_dataset/9249.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0727.jpg;dataset/random_dataset/5908.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0728.jpg;dataset/random_dataset/1014.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0729.jpg;dataset/random_dataset/6463.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0730.jpg;dataset/random_dataset/0879.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0731.jpg;dataset/random_dataset/1971.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0732.jpg;dataset/random_dataset/3324.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0733.jpg;dataset/random_dataset/9038.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0734.jpg;dataset/random_dataset/3267.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0735.jpg;dataset/random_dataset/0302.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0736.jpg;dataset/random_dataset/4573.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0737.jpg;dataset/random_dataset/9353.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0738.jpg;dataset/random_dataset/3036.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0739.jpg;dataset/random_dataset/7869.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0740.jpg;dataset/random_dataset/1201.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0741.jpg;dataset/random_dataset/9344.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0742.jpg;dataset/random_dataset/6088.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0743.jpg;dataset/random_dataset/1167.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0744.jpg;dataset/random_dataset/1110.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0745.jpg;dataset/random_dataset/5923.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0746.jpg;dataset/random_dataset/0555.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0747.jpg;dataset/random_dataset/0556.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0748.jpg;dataset/random_dataset/1666.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0749.jpg;dataset/random_dataset/2613.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0750.jpg;dataset/random_dataset/0482.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0751.jpg;dataset/random_dataset/8688.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0752.jpg;dataset/random_dataset/6301.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0753.jpg;dataset/random_dataset/3323.jpg;cat
